,par_id,art_id,keyword,country,label,orig_label,label_class,len_text,unbalanced_power,shallow_solution,presupposition,authority_voice,metaphor,compassion,the_poorer_merrier,text
7441,7442,@@16982473,immigrant,jm,0,0,"[0, 0, 0, 0, 0, 0, 0]",216,0,0,0,0,0,0,0,"WASHINGTON , United States ( CMC ) -- Caribbean American Congresswoman Yvette D Clarke has tabled a Bill in the United States House of Representatives aimed at protecting undocumented Caribbean and other immigrants ."
3178,3179,@@1035510,women,nz,0,0,"[0, 0, 0, 0, 0, 0, 0]",180,0,0,0,0,0,0,0,"""Some district health boards , including Hawke 's Bay , provided """" wraparound care """" for vulnerable women and babies for the first year of the children 's life , Dr Tuohy said ."""
9758,9759,@@3299989,hopeless,za,0,1,"[0, 0, 0, 0, 0, 0, 0]",132,0,0,0,0,0,0,0,This has created anger -- especially among the young in our society -- deepened by the seeming hopelessness of their circumstances .
5370,5371,@@4631302,refugee,jm,0,0,"[0, 0, 0, 0, 0, 0, 0]",433,0,0,0,0,0,0,0,"At the end of last month , there were 68 confirmed polio cases worldwide , compared with just 24 at the same time last year . In 2013 , polio reappeared in Syria , sparking fears the civil war there could ignite a wider outbreak as refugees flee to other countries across the region . The virus has also been identified in the sewage system in Israel , the West Bank and Gaza , although no cases have been spotted . <h> ADVERTISEMENT"
7640,7641,@@4411985,disabled,gb,0,0,"[0, 0, 0, 0, 0, 0, 0]",174,0,0,0,0,0,0,0,"What is replacing the bendy bus is a poor alternative for many disabled people , and the new Routemaster is dreadful , not having room for some people 's powerchairs at all ."
319,320,@@23913669,disabled,gh,0,0,"[0, 0, 0, 0, 0, 0, 0]",90,0,0,0,0,0,0,0,The home also takes care of 180 disabled persons and 34 aged in addition to the children .
848,849,@@4700842,disabled,my,0,0,"[0, 0, 0, 0, 0, 0, 0]",122,0,0,0,0,0,0,0,And he said that Khazzani 's Facebook page had mysteriously been disabled on Saturday -- the day after the foiled attack .
10259,10260,@@4937104,homeless,za,0,0,"[0, 0, 0, 0, 0, 0, 0]",195,0,0,0,0,0,0,0,""""""" Not homeless -- but STARVING for success . Will run routes 4 food , """" read the hand-drawn message on the cardboard sign Anderson carried last month and in the social media photo he posted ."""
2785,2786,@@19995539,immigrant,ng,0,0,"[0, 0, 0, 0, 0, 0, 0]",173,0,0,0,0,0,0,0,"More than anything else , the European Union , weakened after Brexit , would want Africa to keep its millions home and not send them over as refugees or illegal immigrants ."
1443,1444,@@21111067,vulnerable,ie,0,0,"[0, 0, 0, 0, 0, 0, 0]",59,0,0,0,0,0,0,0,* 1 in 3 believes vulnerable adult abuse to be widespread .
9450,9451,@@25839010,hopeless,sg,0,0,"[0, 0, 0, 0, 0, 0, 0]",439,0,0,0,0,0,0,0,"""In contrast , Ms Singam touched on ' destruction of the intellectual and cultural life ' in Singapore where the strong focus on building an efficient and successful economy has led to a stifling of civil society activism and public interest in said activism . Though the situation may seem hopeless , however , Singam was cautiously optimistic . """" We may not be able to overthrow our government but we can change them """" , said Singam ."""
2028,2029,@@20450181,women,ng,0,0,"[0, 0, 0, 0, 0, 0, 0]",484,0,0,0,0,0,0,0,"Until recently , the Nigeria Basketball Federation was in turmoil . It had two factional presidents -- Tijani Umar and Musa Ahmadu-Kida-claiming the right to run the NBBF and the situation is seriously rubbing-off on the growth and development of the sport in the country . However , head coach of Nigerian women 's team , D'Tigress , Sam Vincent , against all odds , led his team to win the 2017 AfroBasket in Mali , which Nigeria last won on home soil in 2005 , Kunle Adewale writes"
4935,4936,@@4565306,in-need,jm,0,0,"[0, 0, 0, 0, 0, 0, 0]",160,0,0,0,0,0,0,0,"The financing of the court is a matter that has suffered from either misapprehension , or deliberate obfuscation and is , therefore , in need of clarification ."
3983,3984,@@15594222,migrant,lk,0,0,"[0, 0, 0, 0, 0, 0, 0]",216,0,0,0,0,0,0,0,"Only in America , a nation built on a history of immigration , could a man who married two immigrants -- one of whom is alleged to have worked illegally when she first arrived -- run on an anti-immigration platform ."
4471,4472,@@26011083,refugee,lk,0,0,"[0, 0, 0, 0, 0, 0, 0]",250,0,0,0,0,0,0,0,"Even though France won one of the most popular sporting events globally , the FIFA World Cup 2018 , the media highlight was Croatian President Kolinda Kitarovic and how the country was led to its first-ever World Cup final by a refugee , Luka Modric."
8993,8994,@@3533795,migrant,za,0,0,"[0, 0, 0, 0, 0, 0, 0]",208,0,0,0,0,0,0,0,This prompted the magistrate to question the omission of such a statement but Swart replied that the witness was afraid to make a statement -- fearing arrest -- for being an illegal immigrant in the country .
5999,6000,@@18366674,migrant,hk,0,0,"[0, 0, 0, 0, 0, 0, 0]",56,0,0,0,0,0,0,0,Norman Uy Carnay . Photo : Mission for migrant workers .
9649,9650,@@7287934,homeless,ca,0,0,"[0, 0, 0, 0, 0, 0, 0]",209,0,0,0,0,0,0,0,"The point in time homelessness count in May found that 36 per cent of the homeless people in Regina were children under 18 , and 13 per cent of people surveyed that night had a total of 30 children with them ."
2512,2513,@@23873112,women,au,0,0,"[0, 0, 0, 0, 0, 0, 0]",240,0,0,0,0,0,0,0,"With so many local players sprinkled through the invitational sides , Cowra entered only their women 's team in the Tens , but the Eagles ' two Central West representatives Chris Miller and Tom Dewhurst played starring roles for Greylands ."
4161,4162,@@21351527,women,sg,0,0,"[0, 0, 0, 0, 0, 0, 0]",59,0,0,0,0,0,0,0,Many of the victims in the blasts were women and children .
374,375,@@21111264,refugee,pk,0,0,"[0, 0, 0, 0, 0, 0, 0]",299,0,0,0,0,0,0,0,"He said Pakistani troops detected two vehicles , carrying the hostages , and stopped them when the security personal fired on tyres of one of the vehicles . He said that three gunmen were taking the hostages and the drivers wanted to take the hostages to a camp of the Afghan refugee in the region ."
9471,9472,@@4603475,women,jm,0,0,"[0, 0, 0, 0, 0, 0, 0]",261,0,0,0,0,0,0,0,"Locally , there have been shocking discoveries by women who have caught their husbands in bed with their own daughters ; husbands leading double lives with male prostitutes in New Kingston ; or even mates who snap and kill or maim at the slightest provocation ."
10402,10403,@@14799035,disabled,ng,0,0,"[0, 0, 0, 0, 0, 0, 0]",561,0,0,0,0,0,0,0,"Justice is on crutches in Nigeria , severely ethically disabled by rogue judges . The long-held suspicion of grand decay was laid bare again when the Department of State Services arrested a total of seven judges in several parts of the country in an operation last weekend . Two of those arrested are Supreme Court justices . During the operations , the DSS claimed that its agents recovered a total of N363 million from the houses of three of the judges . Though the depth of the corruption is so shocking , fighting it must be within the laws of the country ."
3527,3528,@@25408462,immigrant,us,0,0,"[0, 0, 0, 0, 0, 0, 0]",257,0,0,0,0,0,0,0,"Descendants of Holocaust survivors and Japanese immigrants joined in solidarity across the nation , pointing to the stunning similarities between today 's climate and that which led to the World War II genocide of Jews and internment of Japanese-Americans ."
9737,9738,@@7641889,women,ph,0,0,"[0, 0, 0, 0, 0, 0, 0]",674,0,0,0,0,0,0,0,"The study revealed that three out of five women respondents experienced sexual harassment at least , once , in their lifetime . Most of these women are between the ages of 18-24 years old and majority of the type of sexual harassment received is verbal in nature such as wolf whistling , catcalling or lascivious language . However , 34% of the women respondents experienced the worst forms of sexual harassment such as flashing , public masturbation and groping. 70% of sexual harassment incidences were done by a complete stranger . And 1 of 2 women did not report or do anything after the incident of harassment , and that 20% of these women did nothing because of fear ."
9218,9219,@@20223262,homeless,sg,0,1,"[0, 0, 0, 0, 0, 0, 0]",245,0,0,0,0,0,0,0,"In any other state sleeping in the subway , on benches or even the middle of the streets people could be mistaken for alcoholics , drug addicts or homeless . But they have decent clothes , and carrying briefcases with documents . <h> Latest News"
6424,6425,@@14761234,homeless,nz,0,0,"[0, 0, 0, 0, 0, 0, 0]",237,0,0,0,0,0,0,0,"Tens of thousands in the impoverished Caribbean nation have also been left homeless by the monster storm , which is now ploughing northward over waters just off the US southeast where it has caused flooding and widespread power outages ."
1506,1507,@@16189851,women,ph,0,0,"[0, 0, 0, 0, 0, 0, 0]",282,0,0,0,0,0,0,0,""""""" Restoring power in town centers and nearby communities affected by Typhoon ' Nina ' would not be possible if not for all the strong men and women who continue to give their full effort and time in restoring damaged energy facilities , """" said Energy Secretary Alfonso G. Cusi ."""
3168,3169,@@60015686,migrant,pk,0,0,"[0, 0, 0, 0, 0, 0, 0]",214,0,0,0,0,0,0,0,"German police on Sunday took two Afghan nationals into custody on suspicion of killing a 22-year-old German man in a fight in the eastern town of Koethen , prompting calls for calm as anti-migrants tensions flare ."
372,373,@@24308856,disabled,my,0,0,"[0, 0, 0, 0, 0, 0, 0]",244,0,0,0,0,0,0,0,He said the third item on the wishlist involved disabled people who were equipped with skills to serve in their respective sectors which was in line with the government 's efforts to enhance the workforce to meet the 4.0 Industrial Revolution .
6720,6721,@@16302745,homeless,hk,0,0,"[0, 0, 0, 0, 0, 0, 0]",227,0,0,0,0,0,0,0,Recent photos of 50 impoverished and homeless people living inside an abandoned tomb in the Iranian city of Shahriar west of Tehran by photographer Saeed Gholamhoseini shocked the world and prompted Iranian President Hassan ...
7083,7084,@@1816429,in-need,ng,0,0,"[0, 0, 0, 0, 0, 0, 0]",199,0,0,0,0,0,0,0,He also pointed out that by World Health Organisation ' s ( WHO ) standards Nigeria has a protein need of 2.66 million metric tonnes but unfortunately the country is 1.9 million metric tonnes short .
4985,4986,@@1829231,women,ng,0,0,"[0, 0, 0, 0, 0, 0, 0]",184,0,0,0,0,0,0,0,"Like every artiste with 2face 's kind of stardom , the issue of his marriage has attracted a lot of attention , buoyed by his previous dalliances with women which sired five children ."
4432,4433,@@3565516,disabled,gb,0,0,"[0, 0, 0, 0, 0, 0, 0]",209,0,0,0,0,0,0,0,"A mother who repeatedly told health professionals that her severely disabled daughter 's hospital bed was faulty , found her dead after she fell out and suffocated on plastic sheeting , a court has been told ."
6498,6499,@@16115388,vulnerable,sg,0,0,"[0, 0, 0, 0, 0, 0, 0]",79,0,0,0,0,0,0,0,"You are here <h> Australia , NZ dollars off multi-month lows , still vulnerable"
3859,3860,@@19216024,poor-families,ke,0,0,"[0, 0, 0, 0, 0, 0, 0]",278,0,0,0,0,0,0,0,""""""" Since the school got digital learning devices we have experienced low drop out rate , but we have new students joining our school from private schools , """" she said . Munga urged the Uhuru government to roll out school feeding programmes to help pupils from poor families ."""
1579,1580,@@14614574,migrant,lk,0,0,"[0, 0, 0, 0, 0, 0, 0]",403,0,0,0,0,0,0,0,"The UN currently is falling short of providing effective support to member states , migrants , and the societies that host them . Its member governments need to agree on universal principles to establish an international framework for dealing with migration , and the UN itself should make governance of migration one of its central missions , rather than scattering the task across different agencies ."
9400,9401,@@1917078,women,tz,0,0,"[0, 0, 0, 0, 0, 0, 0]",283,0,0,0,0,0,0,0,""""""" Paralegals installed almost across the country have been instrumental in the protection of women and other peoples ' rights ... we want to see this good work continue even after LSF pulls out their funding , """" said Jonafray Pembe , an official from Lindi-based paralegal unit ."""
3250,3251,@@26144908,refugee,in,0,0,"[0, 0, 0, 0, 0, 0, 0]",493,0,0,0,0,0,0,0,"The conflict in Syria continues to drive the largest displacement crisis in the world . By mid-2018 , Turkey hosted over 3.5 million Syrian refugees , of which around 70 percent are women or children In 2017 , there was a 21 percent increase in the refugee population in Turkey , from 2.9 million at the beginning of 2017 to 3.5 million at the end of the year . Due to the ongoing conflict and internal displacement in Syria , more might be expected to cross the borders in the coming months ."
10048,10049,@@24620565,refugee,ca,0,0,"[0, 0, 0, 0, 0, 0, 0]",118,0,0,0,0,0,0,0,A dozen Syrian refugee families moved out of a Hamilton highrise after their experiences with bedbugs . ( DREAMSTIME )
2637,2638,@@4008330,vulnerable,lk,0,0,"[0, 0, 0, 0, 0, 0, 0]",395,0,0,0,0,0,0,0,"Some of the socioeconomic factors too contributed to generate high rates in PTSD . During the height of the war , youth from the lower socio economic levels and with low education joined the Army and many of them had experienced childhood traumas that drastically affected their psychological makeup . These groups were psychologically vulnerable and some could not withstand the battle stress ."
